product_name,overall_rating,no_ratings,no_reviews,rating,title,review
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,5,Awesome,"Got it 28 march2023, Find it as expected, Super fast and crystel clear it's my first day so I am fully excited while updating and setting it, Battery working as 4 to 7 hours by different settings different result time due to its hd usage, backlit very good of this slim laptop but I think I have to secure this from dust and needed safe handling of this master piece, If i got any issue i will update that in my review by editing. Sound is little low but I have 50w blutooth speakers so no proble...
READ MORE"
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,5,Mind-blowing purchase,Best performance
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,3,Fair,"EVERYTHING IS GOOD BUT SOUND IS LOW.
I WILL KEEP UPDATING IF ANY ISSUE OCCURS."
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,4,Nice product,"1) Display is very good 4 ratting
2) performance is good 3.5 ratting
3) Sound Quality Medium 3 ratting
4) build Quality good 4 ratting
5) best any other laptop 4 ratting"
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,5,Brilliant,Nice product delivery is also too fast thank you Flipkart for such wonderful laptop
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,5,Fabulous!,Everything is good.best product for this range.I will review in more detail after use this laptop.
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,5,Just wow!,Very Good
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,5,Terrific,"PROS: Display is exceptional at this price point
Does not hang, battery life is good, My ASUS app is good to have.

CONS: RAM and SSD are not expandable.
Build quality doesn't seem good."
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,5,Excellent,"Overall best performance laptop with best in class display and decent battery back up.

Only speakers are not good otherwise everything is upto the mark."
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/5...,4.4,"2,286",179,4,Good choice,It's a good product under 45k.It's display is the most Impressable part of it. Offcource you can buy it without and doubt.
